Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Density (g/cc)
145,883,A,3,H,5,113.3,26.133,1.519
145,883,A,3,H,5,115.4,26.154,1.48
145,883,A,3,H,5,118,26.18,1.552
145,883,A,3,H,5,120.1,26.201,1.592
145,883,A,3,H,5,122.7,26.227,1.549
145,883,A,3,H,5,125,26.25,1.476
145,883,A,3,H,5,127.3,26.273,1.489
145,883,A,3,H,5,129.6,26.296,1.42
145,883,A,3,H,5,131.9,26.319,1.432
145,883,A,3,H,5,134.3,26.343,1.425
145,883,A,3,H,5,136.7,26.367,1.393
145,883,A,3,H,5,139,26.39,1.388
145,883,A,3,H,5,141.3,26.413,1.411
145,883,A,3,H,6,2.2,26.522,1.379
145,883,A,3,H,6,5,26.55,1.401
145,883,A,3,H,6,7.4,26.574,1.32
145,883,A,3,H,6,10,26.6,1.308
145,883,A,3,H,6,12.1,26.621,1.294
145,883,A,3,H,6,15,26.65,1.445
145,883,A,3,H,6,17,26.67,1.424
145,883,A,3,H,6,19.1,26.691,1.405
145,883,A,3,H,6,20,26.7,1.396
145,883,A,3,H,6,21.6,26.716,1.439
145,883,A,3,H,6,24.2,26.742,1.554
145,883,A,3,H,6,25,26.75,1.544
145,883,A,3,H,6,26.5,26.765,1.432
145,883,A,3,H,6,28.7,26.787,1.448
145,883,A,3,H,6,30.1,26.801,1.33
145,883,A,3,H,6,31.3,26.813,1.316
145,883,A,3,H,6,33.7,26.837,1.248
145,883,A,3,H,6,35,26.85,1.351
145,883,A,3,H,6,36.2,26.862,1.372
145,883,A,3,H,6,38.2,26.882,1.577
145,883,A,3,H,6,40,26.9,1.609
145,883,A,3,H,6,40.7,26.907,1.262
145,883,A,3,H,6,43.3,26.933,1.272
145,883,A,3,H,6,45.1,26.951,1.249
145,883,A,3,H,6,45.4,26.954,1.356
145,883,A,3,H,6,47.7,26.977,1.472
145,883,A,3,H,6,50,27,1.517
145,883,A,3,H,6,52.4,27.024,1.546
145,883,A,3,H,6,55,27.05,1.518
145,883,A,3,H,6,57.3,27.073,1.507
145,883,A,3,H,6,60,27.1,1.521
145,883,A,3,H,6,61.7,27.117,1.444
145,883,A,3,H,6,64.3,27.143,1.488
145,883,A,3,H,6,65,27.15,1.553
145,883,A,3,H,6,66.7,27.167,1.512
145,883,A,3,H,6,68.9,27.189,1.473
145,883,A,3,H,6,70,27.2,1.464
145,883,A,3,H,6,71.4,27.214,1.511
145,883,A,3,H,6,73.8,27.238,1.496
145,883,A,3,H,6,75,27.25,1.486
145,883,A,3,H,6,76.1,27.261,1.502
145,883,A,3,H,6,78.2,27.282,1.498
145,883,A,3,H,6,80,27.3,1.462
145,883,A,3,H,6,80.6,27.306,1.373
145,883,A,3,H,6,83,27.33,1.37
145,883,A,3,H,6,85,27.35,1.353
145,883,A,3,H,6,85.6,27.356,1.325
145,883,A,3,H,6,87.6,27.376,1.292
145,883,A,3,H,6,90,27.4,1.211
145,883,A,3,H,6,92.5,27.425,1.23
145,883,A,3,H,6,95,27.45,1.273
145,883,A,3,H,6,97.3,27.473,1.334
145,883,A,3,H,6,99.9,27.499,1.43
145,883,A,3,H,6,101.9,27.519,1.427
145,883,A,3,H,6,105,27.55,1.499
145,883,A,3,H,6,106.9,27.569,1.445
145,883,A,3,H,6,109,27.59,1.441
145,883,A,3,H,6,110.1,27.601,1.406
145,883,A,3,H,6,111.5,27.615,1.322
145,883,A,3,H,6,113.8,27.638,1.281
145,883,A,3,H,6,116.2,27.662,1.234
145,883,A,3,H,6,118.5,27.685,1.256
145,883,A,3,H,6,120.6,27.706,1.209
145,883,A,3,H,6,123.2,27.732,1.16
145,883,A,3,H,6,125.5,27.755,1.203
145,883,A,3,H,6,127.7,27.777,1.206
145,883,A,3,H,6,130,27.8,1.149
145,883,A,3,H,6,132.5,27.825,1.187
145,883,A,3,H,6,134.7,27.847,1.213
145,883,A,3,H,6,137.3,27.873,1.185
145,883,A,3,H,6,139.4,27.894,1.18
145,883,A,3,H,6,141.8,27.918,1.231
145,883,A,3,H,6,144.2,27.942,1.233
145,883,A,3,H,6,146.6,27.966,1.209
145,883,A,3,H,7,2.3,28.023,1.502
145,883,A,3,H,7,5.1,28.051,1.462
145,883,A,3,H,7,7.3,28.073,1.48
145,883,A,3,H,7,9.9,28.099,1.457
145,883,A,3,H,7,12.1,28.121,1.456
145,883,A,3,H,7,14.5,28.145,0.717
145,883,A,3,H,7,16.7,28.167,1.512
145,883,A,3,H,7,19.2,28.192,1.53
145,883,A,3,H,7,21.4,28.214,1.433
145,883,A,3,H,7,23.9,28.239,1.452
145,883,A,3,H,7,26.1,28.261,1.433
145,883,A,3,H,7,28.6,28.286,1.34
145,883,A,3,H,7,30.7,28.307,1.283
145,883,A,3,H,7,33.2,28.332,1.253
145,883,A,3,H,7,35.5,28.355,1.206
145,883,A,3,H,7,37.9,28.379,1.212
145,883,A,3,H,7,40.1,28.401,1.196
