Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),L*,a*,b*
145,887,B,1,H,1,21.09,0.211,32.087,4.257937851,8.666469739
145,887,B,1,H,1,21.15,0.211,32.18,4.247325965,8.676926252
145,887,B,1,H,1,21.2,0.212,32.159,4.247648883,8.695635683
145,887,B,1,H,1,21.26,0.213,32.148,4.243035774,8.723081804
145,887,B,1,H,1,21.32,0.213,32.05,4.244421997,8.752522256
145,887,B,1,H,1,21.38,0.214,31.997,4.245807555,8.787957039
145,887,B,1,H,1,21.44,0.214,32.048,4.248192445,8.822386154
145,887,B,1,H,1,21.49,0.215,32.1,4.249512678,8.854072753
145,887,B,1,H,1,21.55,0.216,32.247,4.206896345,8.769491476
145,887,B,1,H,1,21.61,0.216,32.381,4.181279346,8.73390453
145,887,B,1,H,1,21.67,0.217,32.423,4.180661681,8.741311915
145,887,B,1,H,1,21.73,0.217,32.306,4.202043348,8.789713632
145,887,B,1,H,1,21.79,0.218,32.432,4.223424349,8.86210968
145,887,B,1,H,1,21.84,0.218,32.649,4.26174134,8.954768724
145,887,B,1,H,1,21.9,0.219,32.863,4.319121118,9.08315438
145,887,B,1,H,1,21.96,0.22,33.103,4.37450023,9.227534367
145,887,B,1,H,1,22.02,0.22,33.316,4.437878675,9.376908686
145,887,B,1,H,1,22.08,0.221,33.676,4.488256452,9.528277336
145,887,B,1,H,1,22.13,0.221,34.143,4.540570758,9.685913548
145,887,B,1,H,1,22.19,0.222,34.539,4.605947313,9.861271805
145,887,B,1,H,1,22.25,0.223,34.947,4.673323202,10.03462439
145,887,B,1,H,1,22.31,0.223,35.281,4.740698424,10.20197132
145,887,B,1,H,1,22.37,0.224,35.659,4.803072979,10.35731257
145,887,B,1,H,1,22.42,0.224,36.152,4.862384599,10.50492595
145,887,B,1,H,1,22.48,0.225,36.315,4.920757931,10.65225681
145,887,B,1,H,1,22.54,0.225,36.186,4.992130597,10.800582
145,887,B,1,H,1,22.6,0.226,36.128,5.057502596,10.92890152
145,887,B,1,H,1,22.66,0.227,36.216,5.104873928,11.02021537
145,887,B,1,H,1,22.71,0.227,36.336,5.143182863,11.08580592
145,887,B,1,H,1,22.77,0.228,36.401,5.167552972,11.12010938
145,887,B,1,H,1,22.83,0.228,36.54,5.163922415,11.11540718
145,887,B,1,H,1,22.89,0.229,36.565,5.151291191,11.0936993
145,887,B,1,H,1,22.95,0.229,36.62,5.119659301,10.97498576
145,887,B,1,H,1,23.01,0.23,36.606,5.132026743,10.96626654
145,887,B,1,H,1,23.06,0.231,36.34,5.169332436,10.97882954
145,887,B,1,H,1,23.12,0.231,36.06,5.199698656,11.00109993
145,887,B,1,H,1,23.18,0.232,35.953,5.21706421,11.03236466
145,887,B,1,H,1,23.24,0.232,35.948,5.240429096,11.02562372
145,887,B,1,H,1,23.3,0.233,35.86,5.260793316,11.0278771
145,887,B,1,H,1,23.35,0.234,35.682,5.276096323,11.02941727
145,887,B,1,H,1,23.41,0.234,35.536,5.28945932,11.02566026
145,887,B,1,H,1,23.47,0.235,35.475,5.295821651,11.01689759
145,887,B,1,H,1,23.53,0.235,35.507,5.302183315,11.04012925
